pair,k,batch,contender,micros,p_lo,p_hi,spread_pct,gbs,packed_match,scale_match,speedup,speedup_lo,speedup_hi,resolved,brackets_n,status
raw,64,65536,ours_raw,5.131,5.033,11.363,123.4,2069.0,1.0,1.0,1.0,1.0,1.0,0,64,ok
raw,64,65536,tquant,5.45,5.347,5.667,5.9,1948.0,1.0,1.0,1.0606,1.0589,1.066,1,64,ok
raw,128,65536,ours_raw,8.717,7.809,9.32,17.3,2436.0,1.0,1.0,1.0,1.0,1.0,0,64,ok
raw,128,65536,tquant,8.676,7.907,13.376,63.0,2447.4,1.0,1.0,0.9971,0.9924,1.0028,0,64,ok
raw,256,65536,ours_raw,13.845,11.572,14.349,20.1,3067.3,1.0,1.0,1.0,1.0,1.0,0,64,ok
raw,256,65536,tquant,13.905,13.022,14.285,9.1,3054.1,1.0,1.0,1.007,0.9993,1.0129,0,64,ok
raw,512,65536,ours_raw,26.818,26.485,27.301,3.0,3167.0,1.0,1.0,1.0,1.0,1.0,0,64,ok
raw,512,65536,tquant,26.804,25.885,28.375,9.3,3168.7,1.0,1.0,0.9996,0.9962,1.003,0,64,ok
raw,1024,65536,ours_raw,52.855,50.571,58.227,14.5,3213.9,1.0,1.0,1.0,1.0,1.0,0,64,ok
raw,1024,65536,tquant,52.881,51.215,73.832,42.8,3212.3,1.0,1.0,1.0078,1.0004,1.0303,1,64,ok
raw,2048,65536,ours_raw,110.514,104.749,126.45,19.6,3074.2,1.0,1.0,1.0,1.0,1.0,0,64,ok
raw,2048,65536,tquant,123.098,105.218,148.522,35.2,2759.9,1.0,1.0,1.1045,1.0265,1.1358,1,64,ok
api,64,65536,ours,15.467,14.601,16.206,10.4,686.4,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,64,65536,torch_npu,17.523,16.315,21.846,31.6,605.9,1.0,1.0,1.1375,1.1107,1.178,1,64,ok
api,128,65536,ours,15.541,14.551,24.833,66.2,1366.3,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,128,65536,torch_npu,17.338,16.532,18.674,12.4,1224.7,1.0,1.0,1.1178,1.0893,1.1586,1,64,ok
api,256,65536,ours,15.498,14.738,17.65,18.8,2740.1,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,256,65536,torch_npu,17.124,15.95,20.695,27.7,2480.0,1.0,1.0,1.1123,1.0803,1.139,1,64,ok
api,512,65536,ours,27.716,25.867,28.541,9.6,3064.4,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,512,65536,torch_npu,25.251,23.825,28.392,18.1,3363.6,1.0,1.0,0.924,0.8993,0.9428,1,64,ok
api,1024,65536,ours,53.847,51.228,67.647,30.5,3154.6,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,1024,65536,torch_npu,55.763,53.723,63.69,17.9,3046.3,1.0,1.0,1.0348,1.0294,1.042,1,64,ok
api,2048,65536,ours,119.322,104.469,149.414,37.7,2847.2,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,2048,65536,torch_npu,116.344,107.664,132.885,21.7,2920.1,1.0,1.0,0.9774,0.9526,0.9917,1,64,ok
