pair,k,batch,contender,micros,p_lo,p_hi,spread_pct,gbs,packed_match,scale_match,speedup,speedup_lo,speedup_hi,resolved,brackets_n,status
api,256,65536,ours,15.916,14.969,18.82,24.2,2668.3,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,256,65536,torch_npu,17.951,16.13,22.168,33.6,2365.7,1.0,1.0,1.1199,1.0949,1.1628,1,64,ok
api,512,65536,ours,26.395,25.293,28.11,10.7,3217.9,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,512,65536,torch_npu,24.812,23.899,27.282,13.6,3423.2,1.0,1.0,0.9286,0.9221,0.9415,1,64,ok
api,768,65536,ours,39.373,37.914,40.265,6.0,3235.8,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,768,65536,torch_npu,43.11,42.493,45.706,7.5,2955.3,1.0,1.0,1.1015,1.0914,1.1135,1,64,ok
api,1024,65536,ours,54.154,51.537,66.485,27.6,3136.8,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,1024,65536,torch_npu,55.687,53.705,63.415,17.4,3050.4,1.0,1.0,1.0349,1.0105,1.0415,1,64,ok
api,1280,65536,ours,70.999,66.786,80.733,19.6,2990.7,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,1280,65536,torch_npu,74.279,69.715,89.605,26.8,2858.6,1.0,1.0,1.0476,1.0399,1.0625,1,64,ok
api,1536,65536,ours,88.888,79.959,115.359,39.8,2866.6,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,1536,65536,torch_npu,87.079,80.104,102.327,25.5,2926.1,1.0,1.0,0.9803,0.9666,0.9873,1,64,ok
