pair,k,batch,contender,micros,p_lo,p_hi,spread_pct,gbs,packed_match,scale_match,speedup,speedup_lo,speedup_hi,resolved,brackets_n,status
api,256,65536,ours,15.571,14.707,17.846,20.2,2727.4,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,256,65536,torch_npu,17.442,15.95,22.559,37.9,2434.8,1.0,1.0,1.1257,1.1056,1.1565,1,64,ok
api,512,65536,ours,26.404,25.477,28.001,9.6,3216.7,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,512,65536,torch_npu,25.142,23.852,28.497,18.5,3378.2,1.0,1.0,0.9443,0.9318,0.9553,1,64,ok
api,768,65536,ours,39.137,37.972,40.289,5.9,3255.3,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,768,65536,torch_npu,43.341,42.48,46.248,8.7,2939.5,1.0,1.0,1.111,1.104,1.1199,1,64,ok
api,1024,65536,ours,55.13,51.795,60.753,16.2,3081.3,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,1024,65536,torch_npu,55.901,53.74,59.18,9.7,3038.8,1.0,1.0,1.0226,1.015,1.0326,1,64,ok
api,1280,65536,ours,69.65,66.573,78.231,16.7,3048.6,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,1280,65536,torch_npu,73.075,69.447,90.788,29.2,2905.7,1.0,1.0,1.0522,1.0437,1.0596,1,64,ok
api,1536,65536,ours,87.334,80.537,104.75,27.7,2917.6,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,1536,65536,torch_npu,85.366,80.013,97.345,20.3,2984.8,1.0,1.0,0.9798,0.9716,0.9845,1,64,ok
