pair,k,batch,contender,micros,p_lo,p_hi,spread_pct,gbs,packed_match,scale_match,speedup,speedup_lo,speedup_hi,resolved,brackets_n,status
api,256,65536,ours,15.334,14.58,17.806,21.0,2769.5,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,256,65536,torch_npu,17.838,16.176,22.565,35.8,2380.7,1.0,1.0,1.1638,1.1445,1.1994,1,64,ok
api,512,65536,ours,27.686,25.615,28.467,10.3,3067.8,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,512,65536,torch_npu,24.677,23.794,29.653,23.7,3441.9,1.0,1.0,0.9043,0.8921,0.9173,1,64,ok
api,768,65536,ours,38.316,37.522,41.021,9.1,3325.0,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,768,65536,torch_npu,44.368,42.448,45.999,8.0,2871.5,1.0,1.0,1.1449,1.1353,1.1577,1,64,ok
api,1024,65536,ours,54.08,50.906,67.367,30.4,3141.1,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,1024,65536,torch_npu,55.846,53.864,63.811,17.8,3041.7,1.0,1.0,1.031,1.0233,1.0353,1,64,ok
api,1280,65536,ours,71.02,66.426,76.856,14.7,2989.8,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,1280,65536,torch_npu,74.845,69.528,83.632,18.8,2837.0,1.0,1.0,1.0589,1.0557,1.0691,1,64,ok
api,1536,65536,ours,89.48,81.096,108.726,30.9,2847.6,1.0,1.0,1.0,1.0,1.0,0,64,ok
api,1536,65536,torch_npu,86.233,80.102,101.571,24.9,2954.8,1.0,1.0,0.9706,0.9571,0.9806,1,64,ok
