m,m_run,kn,bf16_us,vendor_us,ours_us,ours_vs_bf16,vendor_vs_bf16,ours_vs_vendor,bf16_tfs,vendor_tfs,ours_tfs,padded,reps,spread_pct,copy_gbs
32768,32768,1024,192.405,89.205,85.015,2.263,2.157,1.049,357,770,808,0,100,17.8,1435
1,16,2048,31.77,36.02,22.755,1.396,0.882,1.583,0,0,0,1,100,23.6,1435
2,16,2048,35.34,40.485,23.845,1.482,0.873,1.698,0,0,1,1,100,49.7,1435
4,16,2048,36.14,41.42,23.38,1.546,0.873,1.772,1,1,1,1,100,20.5,1435
8,16,2048,37.025,41.805,23.795,1.556,0.886,1.757,2,2,3,1,100,28.1,1435
16,16,2048,36.61,41.045,23.47,1.56,0.892,1.749,4,3,6,0,100,38.1,1435
32,128,2048,37.165,41.67,25.485,1.458,0.892,1.635,7,6,11,1,100,97.1,1435
64,128,2048,38.48,42.85,25.48,1.51,0.898,1.682,14,13,21,1,100,23.7,1435
128,128,2048,40.475,43.39,25.73,1.573,0.933,1.686,27,25,42,0,100,30.9,1435
256,256,2048,41.425,44.45,25.83,1.604,0.932,1.721,52,48,83,0,100,53.0,1435
512,512,2048,44.035,45.355,25.935,1.698,0.971,1.749,98,95,166,0,100,26.0,1435
1024,1024,2048,51.89,49.19,29.805,1.741,1.055,1.65,166,175,288,0,100,19.5,1435
2048,2048,2048,72.265,54.775,36.72,1.968,1.319,1.492,238,314,468,0,100,77.5,1435
4096,4096,2048,111.9,64.26,49.465,2.262,1.741,1.299,307,535,695,0,100,114.5,1435
8192,8192,2048,195.3,86.045,75.17,2.598,2.27,1.145,352,799,914,0,100,1389.0,1435
16384,16384,2048,355.57,126.945,126.015,2.822,2.801,1.007,387,1083,1091,0,100,19.1,1435
32768,32768,2048,676.35,212.57,223.035,3.032,3.182,0.953,406,1293,1232,0,100,29.5,1435
1,16,3072,47.195,43.935,27.46,1.719,1.074,1.6,0,0,1,1,100,24.8,1435
2,16,3072,46.955,44.305,27.575,1.703,1.06,1.607,1,1,1,1,100,28.5,1435
4,16,3072,46.86,43.86,27.285,1.717,1.068,1.607,2,2,3,1,100,47.5,1435
8,16,3072,46.685,43.685,27.44,1.701,1.069,1.592,3,3,6,1,100,28.7,1435
16,16,3072,46.76,43.745,27.58,1.695,1.069,1.586,6,7,11,0,100,23.8,1435
32,128,3072,47.28,43.77,29.155,1.622,1.08,1.501,13,14,21,1,100,26.7,1435
64,128,3072,48.625,43.955,29.195,1.666,1.106,1.506,25,27,41,1,100,31.9,1435
128,128,3072,51.675,45.705,29.825,1.733,1.131,1.532,47,53,81,0,100,22.4,1435
256,256,3072,55.425,48.42,29.78,1.861,1.145,1.626,87,100,162,0,100,27.2,1435
512,512,3072,62.57,51.055,34.53,1.812,1.226,1.479,154,189,280,0,100,28.0,1435
1024,1024,3072,79.12,56.195,41.335,1.914,1.408,1.36,244,344,468,0,100,17.3,1435
2048,2048,3072,123.93,67.71,51.0,2.43,1.83,1.328,312,571,758,0,100,38.1,1435
4096,4096,3072,213.175,89.445,77.705,2.743,2.383,1.151,363,864,995,0,100,18.0,1435
8192,8192,3072,395.14,138.035,134.115,2.946,2.863,1.029,391,1120,1153,0,100,7.6,1435
16384,16384,3072,753.875,229.49,238.69,3.158,3.285,0.961,410,1347,1296,0,100,5.7,1435
32768,32768,3072,1471.56,410.16,443.56,3.318,3.588,0.925,420,1508,1394,0,100,8.2,1435
1,16,4096,63.995,46.39,32.14,1.991,1.38,1.443,1,1,1,1,100,29.2,1435
2,16,4096,63.91,46.215,31.905,2.003,1.383,1.449,1,1,2,1,100,62.8,1435
4,16,4096,63.855,45.83,31.94,1.999,1.393,1.435,2,3,4,1,100,32.8,1435
8,16,4096,64.825,47.2,32.01,2.025,1.373,1.475,4,6,8,1,100,24.1,1435
16,16,4096,64.055,45.785,32.125,1.994,1.399,1.425,8,12,17,0,100,19.7,1435
32,128,4096,65.515,48.07,34.285,1.911,1.363,1.402,16,22,31,1,100,21.0,1435
64,128,4096,66.24,47.965,34.135,1.941,1.381,1.405,32,45,63,1,100,26.2,1435
128,128,4096,70.09,49.315,33.745,2.077,1.421,1.461,61,87,127,0,100,19.3,1435
256,256,4096,78.48,54.31,34.425,2.28,1.445,1.578,109,158,250,0,100,100.2,1435
512,512,4096,84.97,55.065,37.275,2.28,1.543,1.477,202,312,461,0,100,55.8,1435
1024,1024,4096,114.295,64.685,47.435,2.41,1.767,1.364,301,531,724,0,100,14.2,1435
2048,2048,4096,193.265,85.03,70.245,2.751,2.273,1.21,356,808,978,0,100,74.7,1435
4096,4096,4096,355.215,127.285,117.29,3.029,2.791,1.085,387,1080,1172,0,100,36.7,1435
8192,8192,4096,673.275,208.945,209.28,3.217,3.222,0.998,408,1316,1313,0,100,15.9,1435
16384,16384,4096,1312.06,371.19,388.415,3.378,3.535,0.956,419,1481,1415,0,100,4.1,1435
32768,32768,4096,2586.755,692.645,740.17,3.495,3.735,0.936,425,1587,1485,0,100,5.2,1435
1,16,6144,108.055,55.375,43.48,2.485,1.951,1.274,1,1,2,1,100,62.5,1435
2,16,6144,108.285,55.09,43.73,2.476,1.966,1.26,1,3,3,1,100,25.9,1435
4,16,6144,107.29,53.86,43.25,2.481,1.992,1.245,3,6,7,1,100,71.6,1435
8,16,6144,108.915,55.635,43.845,2.484,1.958,1.269,6,11,14,1,100,16.8,1435
16,16,6144,108.11,54.045,43.3,2.497,2.0,1.248,11,22,28,0,100,19.5,1435
32,128,6144,109.77,54.68,46.325,2.37,2.007,1.18,22,44,52,1,100,29.2,1435
64,128,6144,111.345,56.2,46.44,2.398,1.981,1.21,43,86,104,1,100,25.1,1435
128,128,6144,118.3,58.2,45.655,2.591,2.033,1.275,82,166,212,0,100,15.6,1435
256,256,6144,132.255,64.855,52.675,2.511,2.039,1.231,146,298,367,0,100,14.1,1435
512,512,6144,144.945,73.495,61.83,2.344,1.972,1.189,267,526,625,0,100,43.4,1435
1024,1024,6144,214.62,91.065,75.93,2.827,2.357,1.199,360,849,1018,0,100,8.8,1435
2048,2048,6144,392.325,137.075,128.135,3.062,2.862,1.07,394,1128,1207,0,100,10.8,1435
4096,4096,6144,750.33,227.405,226.905,3.307,3.3,1.002,412,1360,1363,0,100,24.2,1435
8192,8192,6144,1468.625,408.58,424.865,3.457,3.594,0.962,421,1514,1456,0,100,3.0,1435
16384,16384,6144,2904.44,770.93,824.73,3.522,3.767,0.935,426,1604,1500,0,100,12.8,1435
32768,32768,6144,5770.29,1491.79,1610.185,3.584,3.868,0.926,429,1658,1536,0,100,1.8,1435
1,16,8192,111.365,63.53,58.315,1.91,1.753,1.089,1,2,2,1,100,52.4,1435
2,16,8192,111.82,63.515,58.59,1.909,1.761,1.084,2,4,5,1,100,104.1,1435
4,16,8192,111.4,63.665,58.44,1.906,1.75,1.089,5,8,9,1,100,28.4,1435
8,16,8192,112.21,62.94,58.25,1.926,1.783,1.081,10,17,18,1,100,126.8,1435
16,16,8192,112.545,64.28,58.595,1.921,1.751,1.097,19,33,37,0,100,20.0,1435
32,128,8192,116.255,64.785,61.38,1.894,1.794,1.055,37,66,70,1,100,17.8,1435
64,128,8192,123.05,66.65,61.37,2.005,1.846,1.086,70,129,140,1,100,37.7,1435
128,128,8192,128.705,69.2,61.24,2.102,1.86,1.13,133,248,281,0,100,11.8,1435
256,256,8192,148.415,70.73,67.595,2.196,2.098,1.046,232,486,508,0,100,14.2,1435
512,512,8192,229.755,94.325,78.94,2.911,2.436,1.195,299,729,871,0,100,66.7,1435
1024,1024,8192,354.11,129.095,116.64,3.036,2.743,1.107,388,1065,1178,0,100,29.3,1435
2048,2048,8192,673.81,210.95,203.815,3.306,3.194,1.035,408,1303,1349,0,100,25.6,1435
4096,4096,8192,1313.43,372.85,382.035,3.438,3.523,0.976,419,1474,1439,0,100,16.1,1435
8192,8192,8192,2588.32,692.555,733.95,3.527,3.737,0.944,425,1588,1498,0,100,7.5,1435
16384,16384,8192,5131.125,1332.235,1431.835,3.584,3.852,0.93,429,1651,1536,0,100,1.2,1435
32768,32768,8192,10225.43,2611.8,2828.09,3.616,3.915,0.924,430,1684,1555,0,77,0.8,1435
1,16,12288,218.43,90.845,111.815,1.953,2.404,0.812,1,3,3,1,100,9.9,1435
2,16,12288,219.275,91.985,111.955,1.959,2.384,0.822,3,7,5,1,100,8.3,1435
4,16,12288,219.27,92.035,111.815,1.961,2.382,0.823,6,13,11,1,100,14.7,1435
8,16,12288,219.385,92.36,112.085,1.957,2.375,0.824,11,26,22,1,100,21.9,1435
16,16,12288,221.72,91.52,111.785,1.983,2.423,0.819,22,53,43,0,100,213.2,1435
32,128,12288,222.13,94.255,119.255,1.863,2.357,0.79,44,103,81,1,100,37.3,1435
64,128,12288,232.285,99.83,119.215,1.948,2.327,0.837,83,194,162,1,100,10.1,1435
128,128,12288,235.01,103.555,119.235,1.971,2.269,0.868,164,373,324,0,100,9.8,1435
256,256,12288,339.09,129.435,131.775,2.573,2.62,0.982,228,597,587,0,100,38.8,1435
512,512,12288,428.605,167.075,147.925,2.897,2.565,1.129,361,925,1045,0,100,8.0,1435
1024,1024,12288,754.95,239.135,243.94,3.095,3.157,0.98,410,1293,1268,0,100,5.8,1435
2048,2048,12288,1470.99,420.375,437.91,3.359,3.499,0.96,420,1471,1412,0,100,58.9,1435
4096,4096,12288,2903.62,782.87,823.65,3.525,3.709,0.95,426,1580,1502,0,100,2.2,1435
8192,8192,12288,5765.115,1502.83,1587.38,3.632,3.836,0.947,429,1646,1558,0,100,1.8,1435
16384,16384,12288,11495.37,2946.405,3134.055,3.668,3.901,0.94,430,1679,1579,0,68,0.4,1435
32768,32768,12288,22955.395,5830.01,6225.945,3.687,3.937,0.936,431,1697,1589,0,34,0.5,1435
1,16,16384,362.625,131.955,171.69,2.112,2.748,0.769,1,4,3,1,100,8.0,1435
2,16,16384,362.92,131.15,171.78,2.113,2.767,0.763,3,8,6,1,100,6.5,1435
4,16,16384,358.18,125.13,169.36,2.115,2.862,0.739,6,17,13,1,100,13.9,1435
8,16,16384,357.725,125.385,169.96,2.105,2.853,0.738,12,34,25,1,100,49.8,1435
16,16,16384,365.965,132.11,171.84,2.13,2.77,0.769,23,65,50,0,100,21.4,1435
32,128,16384,375.3,134.525,175.945,2.133,2.79,0.765,46,128,98,1,100,24.8,1435
64,128,16384,380.27,147.725,178.285,2.133,2.574,0.829,90,233,193,1,100,12.5,1435
128,128,16384,386.975,145.38,175.965,2.199,2.662,0.826,178,473,391,0,100,9.0,1435
256,256,16384,445.05,153.865,185.785,2.396,2.892,0.828,309,893,740,0,100,8.8,1435
512,512,16384,718.175,241.085,224.77,3.195,2.979,1.073,383,1140,1223,0,100,6.2,1435
1024,1024,16384,1320.865,372.395,397.62,3.322,3.547,0.937,416,1476,1383,0,100,3.1,1435
2048,2048,16384,2596.01,693.855,736.34,3.526,3.741,0.942,424,1585,1493,0,100,2.4,1435
4096,4096,16384,5137.26,1334.165,1419.565,3.619,3.851,0.94,428,1648,1549,0,100,1.2,1435
8192,8192,16384,10229.93,2613.13,2778.71,3.682,3.915,0.94,430,1683,1583,0,77,2.4,1435
16384,16384,16384,20421.635,5165.36,5505.28,3.709,3.954,0.938,431,1703,1598,0,38,0.5,1435
32768,32768,16384,40777.3,10275.01,10944.3,3.726,3.969,0.939,431,1712,1607,0,19,0.2,1435
